MSZoning,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,SalePrice_Log,GrLivArea_Log,LotArea_Log,MSZ_num,NbHd_num,ExtQ_num,BsQ_num,KiQ_num
RL,7,1994,1996,0.0,712,1086,2,7,1,1994.0,2,409,12.178187442040638,7.546974117516527,9.290259995152056,3,2,3,2,3
RL,6,1980,1981,130.0,650,888,2,7,1,1980.0,2,476,12.049418835484797,7.355001921105257,9.035986984831405,3,1,2,2,2
RL,6,1977,1977,148.0,660,1285,1,7,1,1977.0,2,528,11.874090314181814,7.158513997329321,9.011523512653032,3,1,2,1,2
RL,5,1953,1953,0.0,773,773,1,4,0,1953.0,1,240,11.608235644774552,6.650279048587422,8.945984124827898,3,1,2,1,2
RL,9,2008,2009,860.0,1926,1966,3,11,2,2009.0,3,820,13.091904169919621,8.0519780789023,9.511777409660299,3,3,4,3,4
RL,5,1937,1950,252.0,731,981,1,7,2,1939.0,1,240,12.072541252905651,7.477604243197589,8.881836305004146,3,1,2,2,3
RL,6,1997,1997,0.0,616,616,2,8,0,1997.0,2,603,12.206072645530174,7.431299675155903,9.457044187699406,3,2,2,2,3
RM,4,1916,1990,0.0,1196,1196,1,5,0,1957.0,2,440,11.607326140391713,7.086737934510577,8.476371196895983,2,1,2,1,2
RL,7,2005,2005,0.0,728,728,2,7,1,2005.0,2,410,12.14950229404178,7.283448228756631,9.011767474596178,3,2,3,2,3
RL,9,2008,2009,424.0,1734,1734,3,12,1,2009.0,3,1020,13.275827535915461,7.945201132412759,9.53899642739739,3,3,4,3,4
RL,5,1954,1954,0.0,936,1128,1,5,0,1954.0,1,286,11.678439903447801,7.028201432058005,9.104979856318357,3,1,2,1,2
RL,7,2008,2008,256.0,1417,1428,2,6,0,2008.0,2,554,12.33569641332368,7.2640301428995295,9.415238482949043,3,2,3,2,4
RL,5,1967,1967,0.0,980,980,2,6,0,1967.0,1,384,11.816726919301892,6.887552571664617,9.185022563991893,3,1,2,1,2
RL,5,1923,2004,0.0,1324,1072,1,6,1,1923.0,2,528,12.31716669303576,7.362645270417825,9.970398257818754,3,1,2,1,3
RL,5,1966,1966,1047.0,1024,1086,1,6,1,1966.0,2,484,11.982616545377663,6.990256500493881,9.503009985939002,3,1,2,1,2
RM,5,1898,1965,0.0,849,1075,2,11,0,1910.0,2,360,11.571194373094205,7.6676260915849905,8.99961934066053,2,1,2,1,2
RL,6,1974,1999,99.0,1040,1309,1,5,1,1974.0,2,484,12.106252310247962,7.1770187659099,9.224243277145174,3,2,2,1,3
RM,6,2004,2004,169.0,848,848,1,4,1,2004.0,2,420,11.881034786534624,6.742880635791903,8.39795910349254,2,2,3,2,3
C (all),5,1952,1952,0.0,540,1044,1,4,0,1952.0,2,504,10.932981961904135,6.950814768442584,9.072456664612796,1,1,1,1,1
RL,6,1958,1958,243.0,1442,1442,1,7,0,1958.0,1,301,11.969717200243734,7.273786317844895,9.185022563991893,3,1,2,1,2
RL,5,1918,1950,0.0,686,686,1,7,0,1955.0,1,280,11.661345470088502,7.1308988302963465,9.017726025696795,3,1,2,1,1
RL,7,1998,1998,442.0,1649,1661,2,6,0,1998.0,2,598,12.323411137947407,7.415175109613295,9.404013917106361,3,2,2,2,3
RL,5,1954,1954,0.0,1008,1008,1,4,1,1954.0,1,275,11.827736204810263,6.915723448631314,9.343559215762406,3,1,2,1,2
RL,8,2002,2002,148.0,1568,1689,2,7,2,2002.0,3,857,12.509874099861838,7.4318919168078,9.49288426657184,3,1,3,2,3
RL,6,1971,1971,80.0,1010,1052,1,6,0,1971.0,2,440,11.951180395901384,6.9584483932976555,9.084323531392696,3,2,2,1,2
RL,7,2009,2010,128.0,1358,1358,2,6,1,2010.0,2,484,12.319401330837177,7.213768308118642,8.759511722116487,3,3,3,2,3
RL,7,2003,2003,0.0,798,798,2,6,0,2003.0,2,595,12.117241431823558,7.402451520818244,8.885440911707585,3,2,3,2,3
RM,4,1953,1953,0.0,936,936,1,4,0,1974.0,2,576,11.440354772135393,6.841615476477592,8.699514748210191,2,1,1,1,2
RL,7,2003,2003,0.0,847,847,2,7,1,2003.0,2,433,12.323855681186558,7.457609289715606,9.424967763522053,3,2,3,2,3
RL,6,1940,1950,0.0,778,944,2,7,1,1940.0,1,240,11.845819880243557,7.305860032684009,9.20029003612268,3,1,2,1,2
FV,8,2006,2006,0.0,1489,1489,2,7,1,2006.0,2,776,12.3570755190667,7.305860032684009,9.325096609274372,3,2,3,2,3
RL,10,2007,2008,816.0,2078,2084,2,7,1,2007.0,3,1220,12.86099861326992,7.642044402873258,9.602585141913492,3,3,4,3,4
RM,5,1924,1950,0.0,784,784,1,5,0,1978.5061638868744,0,0,11.603679828238693,6.664409020350408,8.720950028930258,2,1,2,1,3
RL,7,2001,2001,0.0,1454,1434,2,6,1,2001.0,2,527,12.14950229404178,7.2682230211595655,9.05122740031911,3,1,3,2,3
RL,5,1967,1967,0.0,1013,1160,2,7,0,1967.0,2,538,12.128111104060462,7.661997558901893,10.264582712908352,3,2,2,1,2
FV,7,2005,2005,0.0,600,520,2,4,0,2005.0,2,480,11.900905258737373,7.109062135687172,7.841492924460013,3,2,3,2,3
RL,6,1957,1957,387.0,1392,1392,1,6,2,1957.0,2,458,12.01974306733868,7.238496840894365,9.38429367909962,3,1,2,1,2
FV,7,2005,2005,0.0,600,520,2,4,0,2005.0,2,480,11.925035115797062,7.090076835776092,8.064636475774222,3,2,2,2,3
RL,7,2003,2003,223.0,941,941,2,7,1,2003.0,2,613,12.375815420117268,7.511524648390866,9.16408698745872,3,2,3,2,3
RL,6,1964,1964,180.0,1516,1516,1,6,0,1964.0,2,472,12.025749091398891,7.323830566202317,9.21074029199751,3,1,2,1,2
RL,5,1961,1961,136.0,1144,1144,1,6,0,1961.0,2,456,11.8490404949436,7.042286171939743,8.971448463693834,3,1,2,1,2
RL,4,1950,1995,0.0,1067,1067,2,4,0,1996.0,2,436,11.759785542901755,6.9726062513017535,9.169518377455928,3,1,2,2,3
RM,5,1948,1973,0.0,1559,1559,1,5,0,1948.0,2,812,11.941455846009388,7.351799869057777,8.99961934066053,2,1,2,1,2
RM,6,1973,1973,158.0,483,483,1,5,0,1973.0,1,264,11.512925464970229,6.894670039433482,7.426549072397305,2,1,2,1,2
RL,5,1995,2006,0.0,1099,1099,1,6,0,1999.0,1,352,11.877568578558138,7.002155954403621,9.161675199994901,3,2,2,2,3
RL,5,1946,1995,0.0,768,768,1,6,0,1946.0,1,240,11.779128505744886,7.090076835776092,9.37305428246393,3,1,2,1,2
RH,6,1925,1950,0.0,672,810,2,7,0,1934.0,1,400,11.84939770159144,7.301147805856032,9.405495886750224,2,1,2,1,1
RM,5,1904,2002,0.0,650,958,2,8,1,1983.0,2,686,11.967180737247824,7.338888133838879,9.25339986143663,2,1,2,1,3
RL,6,1966,1966,183.0,1127,1165,1,6,0,1966.0,2,490,12.071969661006694,7.060476365999801,9.10719961305667,3,1,2,1,2
RL,5,1961,1961,0.0,1800,1800,2,10,0,1978.5061638868744,0,0,11.856515169360305,7.495541943884256,8.987196820661973,3,1,2,1,2
RM,5,1915,1950,0.0,876,876,1,7,1,1949.0,3,720,11.94405831982697,7.255591274253665,9.446597562435775,2,1,2,1,2
RL,5,1975,1981,0.0,1390,1701,2,6,2,1975.0,2,611,12.049418835484797,7.438971592395862,9.719985298994011,3,1,2,2,2
RL,7,1993,1993,137.0,740,1006,2,7,1,1993.0,2,425,12.269047444691562,7.4815557019095165,9.139595967450425,3,1,3,2,3
RL,5,1972,1972,0.0,864,864,1,5,1,1972.0,1,338,11.801856756822442,6.761572768804055,9.650078074026442,3,2,2,1,2
RL,6,1908,1997,0.0,907,1307,3,10,1,1908.0,2,360,12.388394202324129,7.765569081097317,10.727662995502477,3,2,2,1,2
RL,6,1976,1994,360.0,528,1094,2,7,1,1976.0,2,512,12.138863895836725,7.5256399750415355,9.169518377455928,3,2,3,1,2
RM,6,2003,2003,170.0,848,848,1,3,0,2003.0,2,420,11.786762130599957,6.742880635791903,8.39728289474368,2,2,3,2,3
RL,8,2003,2003,40.0,1273,1456,2,7,1,2003.0,2,400,12.2783933071098,7.283448228756631,8.069655306886165,3,2,3,2,3
RL,7,1941,1950,0.0,918,918,2,7,2,1941.0,1,240,12.007621706806335,7.406103381237015,8.871785969150645,3,2,2,1,2
RL,6,1964,1964,115.0,1127,1445,1,7,1,1964.0,2,645,11.970350312009105,7.275864600546533,9.400547423044127,3,1,2,1,2
RL,5,1955,1974,0.0,1763,1779,1,6,1,1955.0,2,454,12.043553716032399,7.483806687665835,9.793672686528922,3,1,2,1,2
RL,5,1962,2010,0.0,1040,1040,1,6,0,1962.0,1,260,11.751942365440728,6.946975992135418,8.83884181343129,3,1,2,1,2
RL,6,1978,1978,0.0,940,1026,1,5,0,1981.0,2,576,11.898187865760873,6.933423025730715,9.302919553269277,3,2,2,2,2
RL,6,1994,1995,0.0,702,702,2,6,1,1994.0,2,343,12.066810578196666,7.300472814267799,9.002701007197938,3,2,2,2,2
RL,7,1976,1976,189.0,1090,1370,2,6,1,1976.0,2,479,11.931635799828413,7.222566018822171,9.249561085129464,3,2,2,2,2
RL,6,1968,1984,220.0,1054,1512,2,9,1,1968.0,2,619,12.429216196844383,7.8838232148921525,9.308283446306147,3,2,2,1,3
RL,7,1918,1998,0.0,912,912,1,7,1,1925.0,1,216,12.154516158615772,7.262628600974241,8.941414628006845,3,2,3,1,3
RL,5,1965,1965,0.0,1039,1039,1,6,0,1965.0,2,504,11.786762130599957,6.946013991099227,9.360913230455557,3,1,2,1,2
RL,6,1984,1985,0.0,1040,1097,2,6,0,1986.0,2,480,11.931635799828413,7.00033446027523,9.176990392294629,3,1,2,2,2
RL,5,1959,1959,0.0,1148,1148,1,6,0,1959.0,1,672,11.794337924408413,7.045776576879511,8.97853441008332,3,1,2,1,2
FV,7,2007,2008,0.0,1372,1372,2,6,0,2008.0,2,529,12.431533509799543,7.22402480828583,9.064157861798101,3,2,3,3,3
RL,5,1970,1970,76.0,1002,1002,1,5,0,1973.0,2,902,11.908340237224891,6.90975328164481,9.07680897935166,3,1,2,1,2
RL,8,2006,2007,274.0,1638,1646,2,6,1,2007.0,3,870,12.424806488355683,7.406103381237015,9.273878392780171,3,2,3,2,3
RL,4,1961,1961,0.0,1040,1120,1,5,0,1961.0,2,544,11.76756768334381,7.02108396428914,8.84937050375457,3,1,2,1,1
RL,5,1948,1950,0.0,0,1547,2,7,1,1979.0,2,672,12.037653993905211,7.749322464660356,9.599811590329997,3,2,2,1,2
RL,7,1993,1994,246.0,1050,1062,2,8,1,1993.0,2,574,12.371587084007746,7.575071699507561,9.204121072162266,3,1,3,2,3
RL,5,1962,1962,0.0,894,894,1,5,0,1962.0,1,308,11.603679828238693,6.795705775173514,8.794824928014517,3,1,2,1,2
RL,6,1998,1998,116.0,804,804,2,7,0,1998.0,2,523,12.20856952572876,7.427738840532894,9.07680897935166,3,2,2,2,3
RL,5,1953,1996,0.0,105,910,1,5,0,1953.0,2,414,11.661345470088502,6.813444599510896,9.092907275084087,3,1,3,1,3
RL,5,1949,1950,0.0,832,1036,1,6,1,1949.0,1,288,11.79810440720389,7.145196134997171,9.404590499635411,3,1,3,1,2
RM,5,1941,1950,0.0,676,676,1,5,0,1941.0,1,200,11.104957226643945,7.030857476116121,8.651724084373843,2,1,2,1,2
FV,8,2007,2007,0.0,1184,1184,2,11,1,2007.0,2,550,12.623061104072981,7.867105500316739,9.104979856318357,3,2,3,2,4
RL,4,1963,1963,0.0,1064,1040,1,5,0,1963.0,2,648,11.792449349720545,6.946975992135418,10.138006161871843,3,1,2,1,2
RL,9,2004,2005,216.0,1462,1462,2,10,1,2004.0,3,738,12.765688433465597,7.707062655370473,9.086363192156472,3,3,3,3,4
RL,5,1961,1995,0.0,1109,1155,1,6,0,1987.0,2,576,11.904967552746252,7.051855622955894,9.374328222081633,3,1,2,1,3
RL,5,1978,2005,90.0,864,864,1,6,0,1978.0,1,336,11.824079893607152,6.761572768804055,8.85366542803745,3,2,3,1,2
RL,5,2005,2006,0.0,1090,1090,1,5,0,2005.0,2,450,11.964001084330445,6.993932975223189,8.857088135314953,3,1,2,3,2
RL,7,1990,1991,117.0,1156,1187,2,7,1,1990.0,2,400,12.141534124392603,7.448333860897476,9.52937575208596,3,2,3,2,3
RL,6,1992,1993,0.0,808,808,2,7,1,1993.0,2,389,12.089538829274222,7.373374309910049,9.173261363734762,3,2,2,2,2
RL,4,1912,1950,0.0,795,954,1,10,0,1997.0,1,440,11.682668239557323,7.709756864454165,8.73294952429643,3,1,3,1,2
RL,5,1967,1967,60.0,892,892,1,5,0,1967.0,1,288,11.512925464970229,6.79346613258001,8.874867635688053,3,1,2,1,2
FV,9,1999,2000,60.0,1698,1709,2,5,1,1999.0,2,506,12.703509032177148,7.443663683115591,8.540714386457584,3,2,3,3,3
RL,5,1959,2005,122.0,1626,1712,2,8,0,2005.0,2,588,11.884489021402711,7.445417556701687,9.035153304082828,3,1,2,1,2
RL,5,1955,1955,0.0,816,872,1,8,0,1955.0,1,300,11.816726919301892,7.239214973779806,9.709052927858371,3,1,2,1,2
RL,8,1970,1970,0.0,2217,2217,2,8,1,1970.0,2,621,12.498742259492994,7.7039102096163115,9.671870704017296,3,1,3,1,3
RL,6,1953,1953,90.0,1505,1505,1,6,1,1953.0,2,505,11.915051671812877,7.316548177182976,9.405907155520158,3,1,2,1,2
RL,5,1949,2006,0.0,672,672,1,6,1,2003.0,2,576,11.719126295554126,6.828712071641684,8.99516499031115,3,1,2,1,2
RL,6,1978,1978,92.0,918,918,2,7,1,1978.0,2,440,12.058152515453552,7.428333194190806,9.322239464473592,3,1,2,1,2
RL,6,1963,2003,0.0,1059,1068,1,6,0,1963.0,1,264,11.947949375319936,6.97354301952014,9.037652264150466,3,1,2,1,2
RL,5,1954,1954,0.0,1383,1383,1,6,1,1954.0,1,354,12.013700752882718,7.232010331664759,9.494315582496638,3,1,2,2,2
RL,5,1979,1979,0.0,0,1535,2,8,0,1979.0,2,400,11.685684782260491,7.336285660021297,8.85623355614316,3,1,2,1,2
RL,6,1963,1963,415.0,780,983,1,8,1,1963.0,2,483,11.84939770159144,7.493317248862145,8.861633597686627,3,1,2,1,2
RM,4,1936,1950,0.0,951,951,1,6,0,1936.0,1,327,11.575900264131617,6.85751406254539,9.078521797355334,2,1,2,1,2
RL,5,1979,1979,0.0,0,1120,2,12,0,1979.0,2,528,11.870271183889114,7.7142311448490855,8.85623355614316,3,1,2,1,2
RL,9,2009,2010,760.0,2330,2364,2,11,2,2009.0,3,820,13.323926946863102,7.768110378525988,9.466454374960302,3,3,4,3,4
RL,5,1961,1994,0.0,912,1236,1,6,1,1961.0,1,288,11.813030057420567,7.119635638017636,8.852664927703866,3,1,2,1,2
RL,4,1971,1971,0.0,858,858,1,4,0,1979.0,1,684,11.608235644774552,6.754604099487962,8.901094121608562,3,1,2,1,2
RL,5,1957,2000,0.0,992,1306,1,5,0,1968.0,1,756,11.938193200374572,7.174724309836376,9.072456664612796,3,1,2,1,2
RL,7,2003,2003,0.0,783,807,2,8,1,2003.0,2,393,12.100712129872347,7.319202458767849,8.971448463693834,3,2,3,2,3
RL,7,2006,2006,27.0,1670,1670,2,7,1,2006.0,3,690,12.388394202324129,7.4205789054108005,9.606361021256347,3,2,3,2,3
RL,5,1967,1967,75.0,876,902,1,6,0,1967.0,1,288,11.740061037553975,6.804614520062624,8.727940222393896,3,1,2,1,2
RL,5,1954,1954,110.0,1056,1063,1,6,0,1954.0,1,280,11.759785542901755,6.968850378341948,9.20230820027892,3,1,2,1,2
RL,8,2006,2006,208.0,1623,1636,2,8,1,2006.0,3,865,12.449018824140563,7.400009517162692,9.510519035757246,3,2,3,2,3
RL,7,1936,1987,0.0,1017,1020,1,6,1,1936.0,1,180,12.429216196844383,7.6290038896529575,9.350102314351341,3,2,3,2,3
RL,5,1983,1983,0.0,864,902,1,5,0,1983.0,2,484,11.782952602183288,6.804614520062624,9.092119740588751,3,1,2,2,2
RL,6,2005,2005,0.0,742,742,2,8,1,2005.0,2,390,12.066810578196666,7.302496423727326,9.44057869576626,3,2,3,2,3
RL,5,1960,1960,361.0,1105,1105,2,12,0,1960.0,2,480,11.946654038351252,7.729295674310482,9.358760377094455,3,1,2,1,2
RL,5,1977,1989,0.0,1268,1268,1,5,0,1978.0,1,252,11.874090314181814,7.145196134997171,9.136263168579868,3,2,2,2,3
RM,5,1925,1950,0.0,768,1015,1,6,0,1925.0,1,450,11.385092093460344,6.922643891475888,8.719317375506371,2,1,2,1,2
RH,5,1949,1950,0.0,1001,1001,2,8,0,1949.0,3,871,11.884489021402711,7.601901959875166,8.743531633626967,2,2,2,1,2
FV,6,2009,2009,76.0,612,612,2,4,0,2009.0,2,528,12.065274916913605,7.1098794630722715,8.006367567650246,3,2,3,2,3
RM,4,1970,1970,80.0,546,546,1,6,0,1970.0,1,286,11.225243392518447,6.9957661563048505,7.601402334583733,2,1,2,1,2
C (all),2,1949,1950,0.0,480,480,0,4,0,1958.0,1,308,10.47194980911048,6.173786103901937,9.104979856318357,1,1,2,1,2
RL,4,1956,1956,0.0,1134,1229,1,6,0,1956.0,1,284,11.813030057420567,7.113956109566034,9.749170192151771,3,1,2,1,2
RL,7,1991,1991,0.0,1104,912,2,8,1,1991.0,3,833,12.380025952653611,7.6624678152002375,9.482274087459825,3,1,3,3,3
RL,6,1958,2002,0.0,1184,1414,1,6,1,1990.0,2,601,12.081076155355488,7.254177846456518,9.308283446306147,3,1,4,2,2
RL,6,1994,1994,105.0,928,936,2,7,0,1994.0,2,471,12.211060187041213,7.450660796211539,9.043340831280013,3,1,3,2,3
RL,5,1900,2003,0.0,1272,1272,2,9,0,1978.5061638868744,0,0,11.890676734510876,7.696212639346407,9.079889942592118,3,1,2,1,2
RL,6,2005,2006,0.0,1316,1316,2,6,1,2005.0,2,397,12.043494890772815,7.182352111885263,9.233763886919771,3,2,3,2,3
RL,6,1993,1994,0.0,1604,1617,2,5,1,1993.0,2,533,12.170445467887022,7.388327859577107,8.988695696785708,3,1,3,2,3
RL,6,1980,1980,157.0,1686,1686,2,7,1,1980.0,2,612,12.24288661865289,7.430114138561801,9.234056898593499,3,2,2,2,2
RL,5,1977,1977,0.0,1126,1126,2,6,0,1977.0,2,540,12.072541252905651,7.026426808699636,9.655731072956666,3,2,2,2,4
RL,8,2003,2004,340.0,1181,1234,2,10,1,2003.0,3,656,12.560244459250788,7.772331575169614,9.392578591964389,3,3,3,2,4
RL,7,1968,1968,342.0,832,1098,2,9,1,1968.0,2,486,12.078239274020289,7.589841512182657,9.20029003612268,3,2,2,1,2
RL,8,2001,2001,0.0,1753,1788,2,7,1,2001.0,2,522,12.373703486914124,7.488852955733459,9.37906997525067,3,2,3,2,4
RL,7,1997,1997,285.0,964,993,2,8,1,1997.0,2,642,12.310432660854417,7.71244383427499,9.473166068429098,3,2,2,2,3
RL,8,2007,2007,0.0,1466,1466,2,7,0,2007.0,3,610,12.211060187041213,7.290292882446597,9.09661160664784,3,2,3,2,3
RL,5,1965,1965,0.0,925,925,1,5,0,1965.0,1,429,11.67419361256635,6.829793737512425,9.116029692504942,3,1,2,1,2
RL,9,2006,2006,302.0,1905,1905,2,8,1,2006.0,3,788,12.676076274775909,7.552237287560802,9.364776725280601,3,2,4,3,4
RL,7,2004,2004,210.0,1500,1500,2,6,0,2004.0,2,570,12.154779351142624,7.313220387090301,9.046290859969677,3,2,3,2,3
RL,7,1960,2007,0.0,585,2069,2,9,1,1960.0,2,505,12.396693005138824,7.634820677745543,10.22738100695048,3,1,2,2,3
RL,4,1926,1953,108.0,600,747,1,5,0,1953.0,2,528,11.288531131754366,6.616065185132817,8.669914278433902,3,1,2,1,2
RL,7,2003,2003,103.68526170798899,1176,1200,2,5,0,2003.0,2,555,12.127570417375216,7.090076835776092,9.218606116393214,3,1,3,2,3
RL,7,2005,2005,0.0,1113,1113,2,8,1,2005.0,2,689,12.441144767709657,7.58629630715272,9.177300517897983,3,2,3,2,3
RL,7,2006,2006,0.0,1391,1391,2,7,0,2006.0,3,868,12.38755635142507,7.581719640125308,9.077951183930438,3,2,3,2,3
RL,7,1940,1950,0.0,1032,1207,2,10,2,1940.0,1,349,12.406561506279576,7.784473235736469,10.089552095608918,3,2,2,1,2
RL,6,1976,1976,0.0,1728,1728,2,8,0,1976.0,2,574,11.924372644755941,7.454719949364001,9.444621667700849,3,1,2,1,2
RL,7,1999,1999,298.0,992,1022,2,8,1,1999.0,2,390,12.273731294003989,7.630461261783627,9.077380244719953,3,2,3,2,3
RL,4,1977,1977,0.0,1440,1440,2,8,0,1978.5061638868744,0,0,11.918390573078392,7.272398392570047,8.95040315983296,3,1,2,2,2
RL,5,1967,1967,0.0,1632,1632,2,8,0,1967.0,2,576,11.870599909242044,7.397561535524052,10.126631103850338,3,1,2,1,2
RL,6,1958,1958,541.0,819,1344,1,7,1,1958.0,2,525,11.831379196088763,7.203405521083095,9.573245865665552,3,2,2,1,3
RM,5,1890,1996,0.0,1088,1188,1,7,0,1963.0,2,456,11.73526869611367,7.533158807455563,9.084777149000837,2,1,2,1,2
RL,5,1959,1959,128.0,1144,1144,1,6,1,1959.0,1,796,11.870599909242044,7.042286171939743,9.007367027451355,3,1,2,1,2
RL,8,2002,2003,236.0,1616,1629,2,9,1,2002.0,3,808,12.506177237980511,7.395721608602045,9.584383610076006,3,2,3,2,3
RL,7,2002,2002,144.0,936,936,2,7,1,2002.0,2,474,12.167851432709975,7.4821189235521155,9.547241088215463,3,2,3,2,3
RL,6,1972,2006,0.0,1161,1381,1,5,1,1972.0,2,676,12.193493863323313,7.2305631534092925,9.144200569471638,3,2,2,1,3
RL,5,1950,2002,0.0,864,864,1,5,0,1980.0,2,720,11.76756768334381,6.761572768804055,8.881836305004146,3,1,2,1,3
RH,5,1965,1965,0.0,828,965,1,6,0,1979.0,1,300,11.694413341015606,6.872128101338986,8.961879012677683,2,1,2,1,2
RL,5,1972,2003,0.0,768,768,1,5,0,1974.0,1,396,11.804848531679264,6.643789733147672,8.881836305004146,3,2,2,2,2
RL,5,1969,1969,232.0,784,1168,2,7,1,1969.0,2,530,12.05524975579559,7.584773077612199,9.312445594913337,3,1,2,1,2
RL,6,1975,1975,250.0,945,980,2,4,0,1978.5061638868744,0,0,11.755871643580617,6.887552571664617,9.148464968258095,3,1,2,2,2
RH,6,1946,1950,423.0,979,979,2,8,0,1946.0,2,492,11.884489021402711,7.579678823090456,8.872907674259846,2,2,2,2,2
RM,6,1980,1980,0.0,561,561,1,5,1,1980.0,2,462,11.728036844587175,7.113956109566034,7.170119543449628,2,1,2,2,2
RL,5,1962,1962,0.0,1057,1057,1,6,0,1977.0,2,576,11.790557201568507,6.963189985870238,8.911934336161426,3,1,2,1,2
RL,7,2003,2003,0.0,1337,1337,2,6,0,2003.0,2,531,12.128111104060462,7.198183577101943,9.041921720351219,3,2,3,2,3
FV,7,1999,1999,0.0,696,696,2,6,0,1999.0,2,484,11.951180395901384,7.255591274253665,7.85243908535751,3,2,3,2,3
RL,5,1958,2008,0.0,858,858,1,4,0,1978.5061638868744,0,0,11.665646551987892,6.754604099487962,8.88280805492444,3,1,2,1,2
RL,6,1977,1995,424.0,1330,1542,2,11,1,1977.0,2,619,12.513557345278134,7.962763930168115,9.41140190014419,3,2,2,2,2
RL,6,1976,1976,0.0,804,804,2,7,1,1976.0,2,440,11.951180395901384,7.344719054149673,7.744136627627991,3,1,2,2,3
RL,9,2007,2007,0.0,1800,1800,2,7,0,2007.0,2,702,12.384218830913648,7.495541943884256,9.386224586806131,3,2,3,3,4
RL,7,2002,2003,44.0,817,824,2,8,1,2002.0,2,510,12.277928082630602,7.546446273746024,9.333972932421458,3,2,3,2,3
RL,6,2005,2007,0.0,783,783,2,8,1,2005.0,2,393,12.09458226949681,7.302496423727326,9.233763886919771,3,2,3,2,3
RL,5,1940,1950,0.0,728,976,1,7,2,1940.0,1,256,11.982929094215963,7.176254532017144,9.169518377455928,3,2,3,1,2
RL,5,1955,1955,151.0,1098,1098,1,6,0,1955.0,1,260,11.813030057420567,7.001245622069476,8.907883013942248,3,1,2,1,2
RM,3,1910,1950,0.0,600,600,1,6,0,1978.5061638868744,0,0,10.542706391070517,6.875232087276577,8.686935966003333,2,1,2,1,2
RL,6,1958,1958,105.0,588,1095,1,6,0,1958.0,1,264,11.84939770159144,6.9985096422506015,9.247828816387175,3,1,2,1,2
RL,4,1949,1950,0.0,720,720,1,6,0,1978.5061638868744,0,0,11.813030057420567,7.083387847625295,9.287301413112312,3,1,2,1,2
RL,7,2003,2004,106.0,764,764,2,6,0,2003.0,2,474,12.061046873479915,7.3938782901077555,7.7266536648476425,3,3,3,2,3
RL,6,1979,1979,0.0,918,918,2,5,1,1979.0,1,264,11.507912923146684,6.822197390620491,8.973604867142505,3,1,2,2,2
FV,7,2007,2008,103.68526170798899,1428,1428,2,6,0,2007.0,2,480,12.111761966058932,7.2640301428995295,9.362116806941977,3,2,3,2,3
RL,7,1910,1993,0.0,728,1136,1,8,0,1997.0,2,532,12.028738630247258,7.610357618312838,9.342595951096653,3,1,2,2,3
FV,7,2000,2000,0.0,673,673,2,6,0,2000.0,2,490,12.013700752882718,7.231287004327616,7.8826922062890254,3,2,3,2,3
RL,4,1923,1958,0.0,440,869,1,4,0,1978.5061638868744,0,0,11.356271654924852,6.767343125265392,8.68270762989381,3,1,2,2,1
FV,7,2006,2007,103.68526170798899,1241,1241,1,4,0,2007.0,2,569,12.205572520488492,7.123672785204607,8.360305435879093,3,2,3,2,3
RL,4,1954,1954,0.0,894,894,1,5,0,1999.0,2,400,11.608235644774552,6.795705775173514,9.153770020487789,3,1,2,1,2
RL,5,1963,1963,0.0,1121,1121,1,5,0,1963.0,2,480,11.842229212112828,7.02197642307216,9.084323531392696,3,1,2,1,2
RL,7,1961,2007,210.0,944,999,1,6,0,1961.0,2,588,12.091783499128047,6.906754778648554,9.402777262511231,3,1,4,1,4
RL,8,1998,1999,975.0,1225,1276,2,8,1,1998.0,3,676,12.724866438945341,7.867871490396322,9.40943710213184,3,3,3,2,3
RL,7,2007,2007,16.0,1266,1266,2,6,1,2007.0,2,388,11.982272628789678,7.143617602704121,8.065265208897733,3,2,3,2,3
RL,8,2002,2002,0.0,1128,1149,2,9,1,2002.0,2,779,12.45254202214788,7.736307096548285,9.328123407632566,3,2,3,2,3
RL,5,1977,1977,0.0,0,1302,2,8,0,1977.0,2,539,11.744037185933616,7.458186157340487,9.22276289197474,3,1,2,1,3
RL,5,1950,1950,0.0,1164,1164,1,5,0,1950.0,1,240,11.736069016284437,7.059617628291383,9.294681520409934,3,1,2,1,2
RM,6,1910,2003,0.0,485,1001,1,5,0,1950.0,1,255,11.669929213779893,7.399398083331354,8.577347114235984,2,1,2,1,3
RL,9,2009,2010,450.0,1930,1940,2,8,1,2010.0,3,606,12.88712700173598,7.570443252057374,9.226115291091546,3,3,4,3,4
RL,6,1976,1976,298.0,848,1118,2,8,1,1976.0,2,551,12.180754837545884,7.615791072035833,9.396487933603666,3,2,2,1,3
FV,7,2006,2006,0.0,770,778,2,6,0,2006.0,2,614,12.190959007720126,7.362645270417825,9.002701007197938,3,2,3,2,3
RL,8,1997,1998,423.0,1396,1407,2,7,1,1997.0,3,870,12.759957758756611,7.779885115070522,9.1539816383068,3,3,3,2,3
RM,8,1882,1986,0.0,916,916,1,8,1,1925.0,2,424,12.031719258385396,7.462789157412448,9.779680156808055,2,1,3,1,3
RL,6,1964,1993,340.0,822,1020,2,7,1,1964.0,2,440,12.138863895836725,7.523481312573497,9.186047679407139,3,1,2,1,3
